"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-78.88","43.92","OSHAWA","6155875","2013-01-01","2013","01","01","","-1.7","","-15.5","","-8.6","","26.6","","0.0","","","M","","M","0.0","","","","29","","37",""
"-78.88","43.92","OSHAWA","6155875","2013-01-02","2013","01","02","","-3.8","","-11.1","","-7.5","","25.5","","0.0","","","M","","M","","M","","","8","","33",""
"-78.88","43.92","OSHAWA","6155875","2013-01-03","2013","01","03","","-1.0","","-12.3","","-6.7","","24.7","","0.0","","","M","","M","0.3","","","","26","","41",""
"-78.88","43.92","OSHAWA","6155875","2013-01-04","2013","01","04","","-0.5","","-1.9","","-1.2","","19.2","","0.0","","","M","","M","0.0","","","","27","","56",""
"-78.88","43.92","OSHAWA","6155875","2013-01-05","2013","01","05","","2.0","","-1.5","","0.3","","17.7","","0.0","","","M","","M","0.0","","","","21","","39",""
"-78.88","43.92","OSHAWA","6155875","2013-01-06","2013","01","06","","2.6","","-5.3","","-1.4","","19.4","","0.0","","","M","","M","0.6","","","","34","","46",""
"-78.88","43.92","OSHAWA","6155875","2013-01-07","2013","01","07","","1.5","","-10.7","","-4.6","","22.6","","0.0","","","M","","M","0.0","","","","22","","56",""
"-78.88","43.92","OSHAWA","6155875","2013-01-08","2013","01","08","","2.4","","-6.9","","-2.3","","20.3","","0.0","","","M","","M","0.0","","","","23","","44",""
"-78.88","43.92","OSHAWA","6155875","2013-01-09","2013","01","09","","6.0","","-7.6","","-0.8","","18.8","","0.0","","","M","","M","0.0","","","","29","","74",""
"-78.88","43.92","OSHAWA","6155875","2013-01-10","2013","01","10","","5.7","","-2.0","","1.9","","16.1","","0.0","","","M","","M","0.0","","","","29","","37",""
"-78.88","43.92","OSHAWA","6155875","2013-01-11","2013","01","11","","6.5","","2.1","","4.3","","13.7","","0.0","","","M","","M","1.5","","","","11","","46",""
"-78.88","43.92","OSHAWA","6155875","2013-01-12","2013","01","12","","11.1","","4.9","","8.0","","10.0","","0.0","","","M","","M","0.0","","","","22","","35",""
"-78.88","43.92","OSHAWA","6155875","2013-01-13","2013","01","13","","12.1","","4.6","","8.4","","9.6","","0.0","","","M","","M","26.8","","","","12","","46",""
"-78.88","43.92","OSHAWA","6155875","2013-01-14","2013","01","14","","4.6","","-3.8","","0.4","","17.6","","0.0","","","M","","M","1.5","","","","28","","46",""
"-78.88","43.92","OSHAWA","6155875","2013-01-15","2013","01","15","","0.6","","-7.0","","-3.2","","21.2","","0.0","","","M","","M","","M","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-01-16","2013","01","16","","2.3","","-4.9","","-1.3","","19.3","","0.0","","","M","","M","0.0","","","","35","","54",""
"-78.88","43.92","OSHAWA","6155875","2013-01-17","2013","01","17","","","M","-7.2","E","","M","","M","","M","","M","","M","","M","","","35","","54",""
"-78.88","43.92","OSHAWA","6155875","2013-01-18","2013","01","18","","1.6","","-14.7","","-6.6","","24.6","","0.0","","","M","","M","0.3","","","","21","","54",""
"-78.88","43.92","OSHAWA","6155875","2013-01-19","2013","01","19","","6.9","","1.6","","4.3","","13.7","","0.0","","","M","","M","0.0","","","","22","","48",""
"-78.88","43.92","OSHAWA","6155875","2013-01-20","2013","01","20","","6.9","","-9.8","","-1.5","","19.5","","0.0","","","M","","M","0.5","","","","28","","80",""
"-78.88","43.92","OSHAWA","6155875","2013-01-21","2013","01","21","","-6.1","","-11.7","","-8.9","","26.9","","0.0","","","M","","M","0.0","","","","27","","50",""
"-78.88","43.92","OSHAWA","6155875","2013-01-22","2013","01","22","","-11.7","","-18.3","","-15.0","","33.0","","0.0","","","M","","M","0.0","","","","27","","41",""
"-78.88","43.92","OSHAWA","6155875","2013-01-23","2013","01","23","","-10.1","","-20.6","","-15.4","","33.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-01-24","2013","01","24","","-12.7","","-17.3","","-15.0","","33.0","","0.0","","","M","","M","0.0","","","","33","","48",""
"-78.88","43.92","OSHAWA","6155875","2013-01-25","2013","01","25","","-8.0","","-16.9","","-12.5","","30.5","","0.0","","","M","","M","2.3","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-01-26","2013","01","26","","-4.8","","-18.2","","-11.5","","29.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-01-27","2013","01","27","","-1.7","","-17.8","","-9.8","","27.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-01-28","2013","01","28","","0.9","","-2.2","","-0.7","","18.7","","0.0","","","M","","M","4.9","","","","10","","41",""
"-78.88","43.92","OSHAWA","6155875","2013-01-29","2013","01","29","","5.0","","-2.0","","1.5","","16.5","","0.0","","","M","","M","6.1","","","","10","","41",""
"-78.88","43.92","OSHAWA","6155875","2013-01-30","2013","01","30","","12.3","","4.7","","8.5","","9.5","","0.0","","","M","","M","8.3","","","","19","","37",""
"-78.88","43.92","OSHAWA","6155875","2013-01-31","2013","01","31","","7.5","","-7.9","","-0.2","","18.2","","0.0","","","M","","M","1.3","","","","27","","76",""
"-78.88","43.92","OSHAWA","6155875","2013-02-01","2013","02","01","","-6.4","","-12.0","","-9.2","","27.2","","0.0","","","M","","M","0.0","","","","28","","61",""
"-78.88","43.92","OSHAWA","6155875","2013-02-02","2013","02","02","","-5.4","","-14.2","","-9.8","","27.8","","0.0","","","M","","M","0.0","","","","26","","39",""
"-78.88","43.92","OSHAWA","6155875","2013-02-03","2013","02","03","","-4.7","","-14.4","","-9.6","","27.6","","0.0","","","M","","M","0.0","","","","25","","32",""
"-78.88","43.92","OSHAWA","6155875","2013-02-04","2013","02","04","","-7.0","","-12.7","","-9.9","","27.9","","0.0","","","M","","M","0.0","","","","35","","33",""
"-78.88","43.92","OSHAWA","6155875","2013-02-05","2013","02","05","","1.5","","-15.8","","-7.2","","25.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-02-06","2013","02","06","","-3.6","","-12.0","","-7.8","","25.8","","0.0","","","M","","M","0.0","","","","33","","46",""
"-78.88","43.92","OSHAWA","6155875","2013-02-07","2013","02","07","","-7.0","","-9.8","","-8.4","","26.4","","0.0","","","M","","M","1.8","","","","7","","46",""
"-78.88","43.92","OSHAWA","6155875","2013-02-08","2013","02","08","","-7.0","","-9.8","","-8.4","","26.4","","0.0","","","M","","M","11.3","","","","34","","52",""
"-78.88","43.92","OSHAWA","6155875","2013-02-09","2013","02","09","","-5.1","","-17.7","","-11.4","","29.4","","0.0","","","M","","M","0.0","","","","35","","35",""
"-78.88","43.92","OSHAWA","6155875","2013-02-10","2013","02","10","","0.7","","-18.4","","-8.9","","26.9","","0.0","","","M","","M","0.0","","","","9","","46",""
"-78.88","43.92","OSHAWA","6155875","2013-02-11","2013","02","11","","7.1","","0.7","","3.9","","14.1","","0.0","","","M","","M","5.5","","","","21","","67",""
"-78.88","43.92","OSHAWA","6155875","2013-02-12","2013","02","12","","2.2","","-1.2","","0.5","","17.5","","0.0","","","M","","M","0.0","","","","28","","59",""
"-78.88","43.92","OSHAWA","6155875","2013-02-13","2013","02","13","","0.9","","-8.6","","-3.9","","21.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-02-14","2013","02","14","","2.2","","-11.7","","-4.8","","22.8","","0.0","","","M","","M","7.3","","","","24","","35",""
"-78.88","43.92","OSHAWA","6155875","2013-02-15","2013","02","15","","2.4","","-7.9","","-2.8","","20.8","","0.0","","","M","","M","0.0","","","","24","","54",""
"-78.88","43.92","OSHAWA","6155875","2013-02-16","2013","02","16","","-4.9","","-13.4","","-9.2","","27.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-02-17","2013","02","17","","-8.6","","-17.9","","-13.3","","31.3","","0.0","","","M","","M","0.0","","","","31","","52",""
"-78.88","43.92","OSHAWA","6155875","2013-02-18","2013","02","18","","-0.2","","-21.2","","-10.7","","28.7","","0.0","","","M","","M","0.0","","","","9","","37",""
"-78.88","43.92","OSHAWA","6155875","2013-02-19","2013","02","19","","4.2","","-4.7","","-0.3","","18.3","","0.0","","","M","","M","11.0","","","","22","","61",""
"-78.88","43.92","OSHAWA","6155875","2013-02-20","2013","02","20","","-4.4","","-10.6","","-7.5","","25.5","","0.0","","","M","","M","0.0","","","","27","","52",""
"-78.88","43.92","OSHAWA","6155875","2013-02-21","2013","02","21","","-7.0","","-15.4","","-11.2","","29.2","","0.0","","","M","","M","0.0","","","","33","","48",""
"-78.88","43.92","OSHAWA","6155875","2013-02-22","2013","02","22","","0.8","","-11.9","","-5.6","","23.6","","0.0","","","M","","M","0.8","","","","9","","59",""
"-78.88","43.92","OSHAWA","6155875","2013-02-23","2013","02","23","","2.4","","-5.5","","-1.6","","19.6","","0.0","","","M","","M","0.5","","","","22","","37",""
"-78.88","43.92","OSHAWA","6155875","2013-02-24","2013","02","24","","1.3","","-4.4","","-1.6","","19.6","","0.0","","","M","","M","0.0","","","","29","","35",""
"-78.88","43.92","OSHAWA","6155875","2013-02-25","2013","02","25","","2.0","","-0.7","","0.7","","17.3","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-02-26","2013","02","26","","4.2","","-1.7","","1.3","","16.7","","0.0","","","M","","M","10.5","","","","9","","59",""
"-78.88","43.92","OSHAWA","6155875","2013-02-27","2013","02","27","","1.7","","-0.1","","0.8","","17.2","","0.0","","","M","","M","19.3","","","","8","","59",""
"-78.88","43.92","OSHAWA","6155875","2013-02-28","2013","02","28","","2.6","","-1.2","","0.7","","17.3","","0.0","","","M","","M","2.3","","","","35","","44",""
"-78.88","43.92","OSHAWA","6155875","2013-03-01","2013","03","01","","-0.9","","-7.7","","-4.3","","22.3","","0.0","","","M","","M","0.0","","","","32","","46",""
"-78.88","43.92","OSHAWA","6155875","2013-03-02","2013","03","02","","-2.9","","-8.7","","-5.8","","23.8","","0.0","","","M","","M","0.0","","","","33","","41",""
"-78.88","43.92","OSHAWA","6155875","2013-03-03","2013","03","03","","-5.2","","-9.1","","-7.2","","25.2","","0.0","","","M","","M","0.0","","","","35","","35",""
"-78.88","43.92","OSHAWA","6155875","2013-03-04","2013","03","04","","-2.6","","-9.4","","-6.0","","24.0","","0.0","","","M","","M","0.0","","","","28","","43",""
"-78.88","43.92","OSHAWA","6155875","2013-03-05","2013","03","05","","-1.0","","-9.9","","-5.5","","23.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-03-06","2013","03","06","","4.9","","-2.1","","1.4","","16.6","","0.0","","","M","","M","0.0","","","","7","","35",""
"-78.88","43.92","OSHAWA","6155875","2013-03-07","2013","03","07","","4.2","","-0.4","","1.9","","16.1","","0.0","","","M","","M","0.3","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-03-08","2013","03","08","","5.1","","-1.1","","2.0","","16.0","","0.0","","","M","","M","0.0","","","","31","","33",""
"-78.88","43.92","OSHAWA","6155875","2013-03-09","2013","03","09","","5.3","","-2.8","","1.3","","16.7","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-03-10","2013","03","10","","11.4","","2.1","","6.8","","11.2","","0.0","","","M","","M","0.0","","","","10","","32",""
"-78.88","43.92","OSHAWA","6155875","2013-03-11","2013","03","11","","8.7","","4.9","","6.8","","11.2","","0.0","","","M","","M","4.9","","","","22","","37",""
"-78.88","43.92","OSHAWA","6155875","2013-03-12","2013","03","12","","5.3","","0.5","","2.9","","15.1","","0.0","","","M","","M","0.0","","","","21","","39",""
"-78.88","43.92","OSHAWA","6155875","2013-03-13","2013","03","13","","2.0","","-9.2","","-3.6","","21.6","","0.0","","","M","","M","0.0","","","","29","","57",""
"-78.88","43.92","OSHAWA","6155875","2013-03-14","2013","03","14","","-1.2","","-9.5","","-5.4","","23.4","","0.0","","","M","","M","0.0","","","","29","","61",""
"-78.88","43.92","OSHAWA","6155875","2013-03-15","2013","03","15","","4.5","","-4.5","","0.0","","18.0","","0.0","","","M","","M","0.0","","","","28","","57",""
"-78.88","43.92","OSHAWA","6155875","2013-03-16","2013","03","16","","-2.9","","-6.7","","-4.8","","22.8","","0.0","","","M","","M","0.0","","","","30","","37",""
"-78.88","43.92","OSHAWA","6155875","2013-03-17","2013","03","17","","-2.5","","-9.5","","-6.0","","24.0","","0.0","","","M","","M","0.0","","","","36","","33",""
"-78.88","43.92","OSHAWA","6155875","2013-03-18","2013","03","18","","0.3","","-9.5","","-4.6","","22.6","","0.0","","","M","","M","5.0","","","","10","","74",""
"-78.88","43.92","OSHAWA","6155875","2013-03-19","2013","03","19","","2.4","","-4.4","","-1.0","","19.0","","0.0","","","M","","M","0.5","","","","24","","46",""
"-78.88","43.92","OSHAWA","6155875","2013-03-20","2013","03","20","","-0.5","","-6.9","","-3.7","","21.7","","0.0","","","M","","M","0.0","","","","27","","44",""
"-78.88","43.92","OSHAWA","6155875","2013-03-21","2013","03","21","","0.0","","-10.3","","-5.2","","23.2","","0.0","","","M","","M","0.0","","","","32","","37",""
"-78.88","43.92","OSHAWA","6155875","2013-03-22","2013","03","22","","1.8","","-6.4","","-2.3","","20.3","","0.0","","","M","","M","0.0","","","","30","","41",""
"-78.88","43.92","OSHAWA","6155875","2013-03-23","2013","03","23","","3.2","","-3.2","","0.0","","18.0","","0.0","","","M","","M","0.0","","","","31","","48",""
"-78.88","43.92","OSHAWA","6155875","2013-03-24","2013","03","24","","3.5","","-6.5","","-1.5","","19.5","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-03-25","2013","03","25","","6.8","","-0.4","","3.2","","14.8","","0.0","","","M","","M","0.0","","","","5","","46",""
"-78.88","43.92","OSHAWA","6155875","2013-03-26","2013","03","26","","9.0","","1.1","","5.1","","12.9","","0.0","","","M","","M","0.0","","","","28","","35",""
"-78.88","43.92","OSHAWA","6155875","2013-03-27","2013","03","27","","6.8","","0.9","","3.9","","14.1","","0.0","","","M","","M","0.0","","","","32","","39",""
"-78.88","43.92","OSHAWA","6155875","2013-03-28","2013","03","28","","7.6","","0.8","","4.2","","13.8","","0.0","","","M","","M","0.0","","","","28","","35",""
"-78.88","43.92","OSHAWA","6155875","2013-03-29","2013","03","29","","10.7","","0.8","","5.8","","12.2","","0.0","","","M","","M","0.0","","","","29","","39",""
"-78.88","43.92","OSHAWA","6155875","2013-03-30","2013","03","30","","9.5","","-3.8","","2.9","","15.1","","0.0","","","M","","M","0.0","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-03-31","2013","03","31","","10.8","","-0.8","","5.0","","13.0","","0.0","","","M","","M","4.5","","","","22","","32",""
"-78.88","43.92","OSHAWA","6155875","2013-04-01","2013","04","01","","5.0","","-4.5","","0.3","","17.7","","0.0","","","M","","M","0.0","","","","28","","70",""
"-78.88","43.92","OSHAWA","6155875","2013-04-02","2013","04","02","","2.0","","-5.7","","-1.9","","19.9","","0.0","","","M","","M","0.0","","","","30","","76",""
"-78.88","43.92","OSHAWA","6155875","2013-04-03","2013","04","03","","2.9","","-5.3","","-1.2","","19.2","","0.0","","","M","","M","0.0","","","","31","","50",""
"-78.88","43.92","OSHAWA","6155875","2013-04-04","2013","04","04","","7.5","","-7.6","","-0.1","","18.1","","0.0","","","M","","M","0.3","","","","21","","46",""
"-78.88","43.92","OSHAWA","6155875","2013-04-05","2013","04","05","","","","","","","","","","","","","","","","","","","","","","",""
"-78.88","43.92","OSHAWA","6155875","2013-04-06","2013","04","06","","4.5","","-7.7","","-1.6","","19.6","","0.0","","","M","","M","0.0","","","","9","","41",""
"-78.88","43.92","OSHAWA","6155875","2013-04-07","2013","04","07","","16.3","","3.9","","10.1","","7.9","","0.0","","","M","","M","0.0","","","","27","","65",""
"-78.88","43.92","OSHAWA","6155875","2013-04-08","2013","04","08","","9.0","","3.2","","6.1","","11.9","","0.0","","","M","","M","13.3","","","","11","","54",""
"-78.88","43.92","OSHAWA","6155875","2013-04-09","2013","04","09","","11.0","E","4.6","E","7.8","E","10.2","E","0.0","E","","M","","M","13.5","","","","31","","41",""
"-78.88","43.92","OSHAWA","6155875","2013-04-10","2013","04","10","","7.1","E","","M","","M","","M","","M","","M","","M","5.5","","","","","","<31",""
"-78.88","43.92","OSHAWA","6155875","2013-04-11","2013","04","11","","3.6","","-1.7","","1.0","","17.0","","0.0","","","M","","M","3.5","","","","7","","46",""
"-78.88","43.92","OSHAWA","6155875","2013-04-12","2013","04","12","","4.3","","0.0","","2.2","","15.8","","0.0","","","M","","M","19.8","","","","9","","59",""
"-78.88","43.92","OSHAWA","6155875","2013-04-13","2013","04","13","","5.8","","2.7","","4.3","","13.7","","0.0","","","M","","M","1.8","","","","21","","39",""
"-78.88","43.92","OSHAWA","6155875","2013-04-14","2013","04","14","","6.7","","-0.5","","3.1","","14.9","","0.0","","","M","","M","0.0","","","","32","","37",""
